customer_age,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,customer_region_Centro-Oeste,customer_region_Nordeste,customer_region_Norte,customer_region_Sudeste,customer_region_Sul,discount_ratio,has_delay,high_contact,freight_per_item,nps_score,nps_category
64,114,732.83,2,13.24,8,9,3,46.78,2,1,8,2,False,False,True,False,False,0.018066945949240524,1,0,23.389999988305,6.0,Detrator
50,70,391.66,4,0.25,11,3,2,59.78,2,1,6,4,False,False,True,False,False,0.0006383087371683646,1,0,14.94499999626375,1.9,Detrator
65,21,483.04,1,28.08,1,12,3,44.76,2,1,10,4,False,False,False,False,True,0.05813183173224136,1,0,44.75999995524,4.8,Detrator
43,86,383.98,3,33.61,11,3,4,25.24,2,2,3,4,False,False,False,False,True,0.08753060055188414,1,0,8.413333330528888,3.4,Detrator
37,74,288.93,2,20.8,9,9,2,62.02,1,1,3,4,True,False,False,False,False,0.07198975530380373,1,0,31.009999984495,2.0,Detrator
32,105,390.01,2,84.53,8,9,2,35.9,2,1,6,4,False,False,False,True,False,0.21673803235758896,1,0,17.949999991025,5.7,Detrator
54,68,480.03,3,14.53,1,4,4,47.91,1,3,8,5,True,False,False,False,False,0.030268941524424997,1,1,15.969999994676666,0.0,Detrator
50,81,578.34,3,28.67,5,2,0,38.37,1,0,2,0,False,False,False,False,True,0.04957291558590177,0,0,12.789999995736666,10.0,Promotor
34,119,489.49,6,8.44,3,3,3,24.72,2,2,2,4,False,True,False,False,False,0.01724243600478612,1,0,4.119999999313333,3.3,Detrator
22,20,184.64,5,70.89,3,13,1,37.85,2,2,10,4,False,False,True,False,False,0.3839363084901217,1,0,7.569999998486,3.2,Detrator
67,79,100.97,2,31.04,7,6,2,33.59,2,2,0,4,False,False,False,True,False,0.307418044960806,1,0,16.794999991602502,5.1,Detrator
21,26,411.6,5,4.05,1,7,2,28.95,3,2,0,4,False,False,False,True,False,0.009839650145748688,1,0,5.789999998842,9.1,Promotor
20,101,751.24,4,34.33,5,10,4,41.19,3,0,6,4,False,True,False,False,False,0.045697779670883204,1,0,10.297499997425625,5.1,Detrator
38,119,522.15,3,79.0,3,13,5,29.29,2,1,9,3,False,False,False,True,False,0.15129751986947948,1,0,9.763333330078888,0.3,Detrator
57,86,337.52,2,0.11,2,13,2,35.95,3,1,2,3,False,False,False,True,False,0.00032590661294048975,1,0,17.9749999910125,3.8,Detrator
20,39,478.48,2,1.91,5,13,1,19.27,3,2,1,5,False,True,False,False,False,0.003991807390060207,1,0,9.634999995182499,4.2,Detrator
38,71,479.29,3,16.0,6,14,1,45.69,3,0,10,3,False,False,False,False,True,0.0333827119279906,1,0,15.229999994923332,4.9,Detrator
65,57,385.12,1,5.05,6,13,4,43.54,2,2,5,4,False,False,True,False,False,0.013112796011598689,1,0,43.539999956459994,0.0,Detrator
66,41,366.75,6,12.65,6,10,3,38.42,1,1,7,3,False,False,False,False,True,0.034492160872434924,1,0,6.4033333322661115,4.2,Detrator
25,16,366.75,4,65.08,8,11,1,22.0,3,2,0,3,False,True,False,False,False,0.17745057941328576,1,0,5.499999998625,7.0,Neutro
59,106,348.26,4,4.9,6,14,1,31.64,1,2,1,3,True,False,False,False,False,0.014069947740153708,1,0,7.9099999980225,6.8,Neutro
53,23,557.8,4,0.31,9,8,5,44.25,1,3,10,5,False,False,True,False,False,0.0005557547508057445,1,1,11.062499997234374,0.0,Detrator
46,3,1120.9,4,57.57,5,13,2,40.75,2,4,0,6,True,False,False,False,False,0.05136051387273498,1,1,10.187499997453125,4.9,Detrator
56,119,448.04,3,21.23,8,11,1,28.03,3,2,8,5,False,False,False,True,False,0.047384162128275634,1,0,9.34333333021889,4.4,Detrator
51,5,109.66,6,5.88,6,14,1,33.27,3,0,11,3,False,False,True,False,False,0.05362028086764891,1,0,5.544999999075833,4.2,Detrator
39,73,485.01,6,9.19,11,6,3,53.99,3,0,8,2,True,False,False,False,False,0.01894806292649853,1,0,8.998333331833612,3.3,Detrator
48,15,117.97,2,28.35,5,2,3,28.02,2,2,11,6,True,False,False,False,False,0.24031533440501557,1,0,14.009999992994999,1.8,Detrator
45,26,279.65,4,15.44,6,5,2,52.15,3,0,4,3,True,False,False,False,False,0.05521187198263826,1,0,13.037499996740625,5.3,Detrator
52,14,477.19,4,15.71,3,4,0,53.94,3,1,2,4,False,False,False,True,False,0.032921896938257464,0,0,13.48499999662875,5.6,Detrator
51,42,144.56,1,15.57,11,14,2,46.54,3,1,3,3,False,False,True,False,False,0.10770614277734017,1,0,46.53999995346,2.6,Detrator
30,114,349.17,3,12.78,11,12,1,28.64,2,1,7,4,False,False,False,False,True,0.036601082567126034,1,0,9.546666663484444,4.5,Detrator
58,33,461.42,3,27.91,3,4,6,45.25,2,1,0,5,False,False,False,True,False,0.06048719171240846,1,0,15.083333328305555,2.3,Detrator
21,26,431.62,5,15.21,1,9,3,45.21,2,3,5,6,False,False,True,False,False,0.035239330892833425,1,1,9.0419999981916,3.4,Detrator
60,67,663.31,6,37.22,10,6,4,45.09,1,2,9,6,True,False,False,False,False,0.05611252657120184,1,0,7.5149999987475,0.7,Detrator
23,20,370.76,6,15.12,2,10,1,28.55,3,1,8,2,False,True,False,False,False,0.0407810982844946,1,0,4.7583333325402775,6.6,Neutro
18,19,375.57,5,13.63,11,8,4,56.09,1,1,4,5,False,True,False,False,False,0.03629150358112658,1,0,11.2179999977564,0.6,Detrator
29,39,711.22,6,4.92,2,2,1,28.2,1,3,2,6,False,False,False,True,False,0.006917690728597456,1,1,4.699999999216667,4.5,Detrator
52,49,1220.13,4,8.98,8,2,1,47.14,1,1,2,3,False,False,False,False,True,0.0073598714890975876,1,0,11.78499999705375,4.8,Detrator
28,69,329.96,1,37.51,8,4,1,41.91,3,2,4,5,False,False,False,False,True,0.11368044611433605,1,0,41.90999995808999,3.9,Detrator
40,95,398.94,2,5.22,7,2,2,67.63,3,0,1,3,False,False,True,False,False,0.013084674387093084,1,0,33.8149999830925,5.8,Detrator
31,20,409.54,6,0.82,4,8,3,45.69,3,1,6,5,False,True,False,False,False,0.002002246422810953,1,0,7.614999998730833,4.0,Detrator
36,109,285.91,4,82.01,3,5,1,34.0,1,7,9,11,True,False,False,False,False,0.28683851561579926,1,1,8.499999997875,0.4,Detrator
54,101,86.15,2,112.42,11,10,3,36.23,3,1,0,2,False,False,False,False,True,1.304933255933779,1,0,18.114999990942497,8.4,Promotor
33,108,385.42,5,13.86,2,2,3,52.49,2,3,2,5,False,False,False,False,True,0.035960770068922315,1,1,10.4979999979004,3.1,Detrator
61,21,1014.41,4,16.82,11,11,5,31.57,2,1,1,3,False,True,False,False,False,0.01658106682700626,1,0,7.892499998026875,4.4,Detrator
45,116,182.12,6,0.19,5,8,2,45.9,2,3,0,5,True,False,False,False,False,0.001043268174824054,1,1,7.649999998725,2.1,Detrator
62,81,42.28,1,39.12,9,3,4,47.8,3,1,11,5,False,False,True,False,False,0.9252601702713987,1,0,47.7999999522,0.0,Detrator
48,9,785.3,6,3.17,10,12,1,39.0,2,1,8,6,False,False,True,False,False,0.0040366738825875,1,0,6.499999998916667,3.8,Detrator
24,83,332.99,1,8.77,8,12,1,47.3,2,1,10,2,False,False,True,False,False,0.026337127240979197,1,0,47.29999995269999,7.9,Neutro
63,64,522.84,2,76.14,3,3,3,19.72,1,3,7,6,False,False,True,False,False,0.14562772549891817,1,1,9.85999999507,3.2,Detrator
69,53,198.64,2,24.32,5,3,3,57.25,2,3,5,8,False,True,False,False,False,0.12243254128009248,1,1,28.6249999856875,3.9,Detrator
44,100,335.96,4,12.24,1,7,2,37.07,3,2,9,5,False,False,True,False,False,0.03643290867949627,1,0,9.267499997683124,5.4,Detrator
34,109,745.08,5,73.34,9,5,4,29.76,3,4,3,7,False,True,False,False,False,0.09843238309966926,1,1,5.9519999988096,2.7,Detrator
24,45,1402.67,1,43.56,9,8,4,51.51,2,5,3,9,False,False,False,False,True,0.031055059279779952,1,1,51.50999994848999,0.0,Detrator
32,82,639.53,4,66.26,3,3,2,35.79,3,3,11,8,False,True,False,False,False,0.10360733663768143,1,1,8.947499997763124,0.0,Detrator
57,95,383.08,1,1.36,5,2,1,31.84,1,0,5,2,False,False,False,True,False,0.003550172287763522,1,0,31.839999968159997,7.0,Neutro
29,80,212.03,1,66.52,6,2,6,42.64,1,1,3,4,False,False,False,True,False,0.3137291892641903,1,0,42.63999995736,0.0,Detrator
25,81,816.27,1,73.96,1,8,1,58.35,1,1,4,4,False,False,False,False,True,0.09060727455365185,1,0,58.34999994165,2.4,Detrator
19,25,66.18,4,4.5,4,7,2,46.54,2,1,10,3,True,False,False,False,False,0.06799637352571779,1,0,11.63499999709125,2.7,Detrator
61,24,463.79,3,2.08,5,10,1,35.79,3,2,8,6,False,False,False,True,False,0.00448478837403893,1,0,11.929999996023334,6.8,Neutro
55,113,261.42,4,28.92,3,9,1,16.29,3,1,10,3,False,True,False,False,False,0.11062657792016439,1,0,4.072499998981875,9.6,Promotor
43,80,815.51,3,33.42,6,8,3,38.22,1,1,2,3,False,False,False,False,True,0.0409804907358083,1,0,12.739999995753333,2.1,Detrator
68,42,223.52,4,3.91,6,8,2,37.53,1,2,8,5,True,False,False,False,False,0.017492841803787167,1,0,9.382499997654374,2.6,Detrator
38,26,323.22,6,48.95,9,13,0,22.17,2,1,6,1,False,False,False,True,False,0.1514448363339167,0,0,3.694999999384167,7.6,Neutro
67,33,302.89,2,22.97,5,10,0,58.88,3,1,2,1,True,False,False,False,False,0.07583611211966115,0,0,29.43999998528,7.5,Neutro
30,38,477.33,3,31.61,8,3,2,40.72,2,0,4,2,False,False,True,False,False,0.06622252948679902,1,0,13.573333328808888,4.8,Detrator
36,53,617.4,1,24.0,11,12,0,47.57,3,2,2,3,False,False,True,False,False,0.03887269193385346,0,0,47.569999952429995,7.0,Neutro
35,24,519.41,6,6.98,9,5,2,9.73,3,0,4,5,False,False,True,False,False,0.01343832425249141,1,0,1.621666666396389,5.1,Detrator
19,67,430.96,2,6.8,2,10,3,16.33,1,1,4,3,False,False,False,True,False,0.015778726563913638,1,0,8.1649999959175,3.6,Detrator
69,88,90.76,6,4.81,6,6,2,47.02,2,1,11,3,True,False,False,False,False,0.05299691493991849,1,0,7.836666665360556,4.8,Detrator
62,30,98.29,4,31.32,3,9,2,39.85,3,1,7,3,False,False,False,True,False,0.3186488961204736,1,0,9.962499997509376,6.0,Detrator
59,72,340.91,5,32.07,9,10,3,33.67,2,2,7,5,True,False,False,False,False,0.09407174914172634,1,0,6.7339999986532,2.9,Detrator
66,82,535.69,3,33.85,5,12,3,41.93,1,1,5,4,False,True,False,False,False,0.06318953125863243,1,0,13.976666662007778,1.9,Detrator
45,5,470.48,2,3.25,4,12,1,46.78,3,0,10,2,False,True,False,False,False,0.00690783880290999,1,0,23.389999988305,4.5,Detrator
67,51,739.57,4,30.17,11,2,2,10.35,2,2,1,5,False,False,False,True,False,0.040793974877238404,1,0,2.587499999353125,4.9,Detrator
40,53,147.47,4,92.68,2,14,1,32.52,3,2,10,4,True,False,False,False,False,0.6284668068039028,1,0,8.1299999979675,5.0,Detrator
21,47,143.82,3,42.0,9,8,3,51.74,1,2,3,5,False,True,False,False,False,0.2920317062975106,1,0,17.24666666091778,4.5,Detrator
21,74,453.7,3,15.62,3,5,3,40.45,3,3,11,6,True,False,False,False,False,0.034428036147157975,1,1,13.48333332883889,2.7,Detrator
29,70,530.15,5,125.03,10,8,2,31.19,2,0,10,2,False,True,False,False,False,0.23583891351459807,1,0,6.2379999987524,4.6,Detrator
39,112,531.95,1,51.91,7,13,3,51.81,2,1,8,3,True,False,False,False,False,0.09758435943209401,1,0,51.80999994819,4.1,Detrator
43,73,352.17,6,22.73,6,10,3,25.93,1,3,8,5,False,False,False,True,False,0.06454269244948592,1,1,4.321666665946389,1.1,Detrator
57,6,473.08,3,5.55,9,11,1,51.0,3,1,4,4,False,False,False,True,False,0.011731631013757226,1,0,16.999999994333333,6.4,Neutro
59,94,411.69,4,67.98,4,4,4,27.55,2,2,8,5,False,False,False,False,True,0.16512424396957634,1,0,6.887499998278125,1.6,Detrator
52,45,197.76,1,7.91,7,14,2,44.67,3,1,5,3,False,True,False,False,False,0.03999797734607607,1,0,44.66999995533,6.3,Neutro
21,36,267.36,3,7.79,4,3,1,32.04,2,1,0,4,False,False,True,False,False,0.0291367444642836,1,0,10.67999999644,10.0,Promotor
29,15,182.19,2,18.18,3,11,1,45.48,1,1,9,3,False,False,False,False,True,0.09978593775673865,1,0,22.739999988629997,1.7,Detrator
21,74,125.96,5,7.14,1,12,1,38.05,2,1,9,4,False,False,True,False,False,0.05668466179694598,1,0,7.609999998477999,3.1,Detrator
69,81,70.41,6,18.87,5,4,2,49.5,2,0,10,2,False,True,False,False,False,0.2680017042995597,1,0,8.249999998625,9.4,Promotor
48,45,289.31,5,2.66,3,14,1,41.1,3,0,9,4,False,False,False,True,False,0.009194289862053872,1,0,8.219999998356,5.1,Detrator
24,7,1034.61,4,74.44,8,7,1,40.22,3,1,2,5,False,False,True,False,False,0.07194981683912591,1,0,10.054999997486249,5.8,Detrator
27,20,567.28,4,13.3,2,9,4,42.81,2,1,0,3,False,False,False,True,False,0.02344521224082738,1,0,10.702499997324376,4.0,Detrator
41,85,350.94,6,0.36,9,9,1,46.38,1,3,10,5,False,False,False,False,True,0.0010258163788652596,1,1,7.729999998711667,3.7,Detrator
32,73,676.14,1,68.44,4,11,2,43.14,1,1,8,2,False,False,False,False,True,0.10122164048850649,1,0,43.139999956859995,6.5,Neutro
56,74,677.47,3,46.8,11,10,1,43.38,2,1,2,3,False,False,False,True,False,0.06908054969213533,1,0,14.45999999518,4.1,Detrator
37,67,1182.28,4,31.07,3,10,2,41.96,2,2,4,6,True,False,False,False,False,0.026279730689831277,1,0,10.4899999973775,4.1,Detrator
24,28,1328.4,1,6.51,5,7,0,38.42,2,0,6,2,False,True,False,False,False,0.00490063233965304,0,0,38.41999996158,9.0,Promotor
30,45,292.7,3,13.71,3,5,4,34.3,1,2,10,4,True,False,False,False,False,0.04683976768005863,1,0,11.43333332952222,0.3,Detrator
45,74,239.69,6,59.64,9,12,3,33.4,3,1,2,3,False,False,False,False,True,0.248821394299934,1,0,5.566666665738889,2.7,Detrator
56,36,645.84,1,73.53,6,3,4,45.49,2,4,10,7,False,True,False,False,False,0.11385172798198648,1,1,45.48999995451,0.3,Detrator
35,71,96.54,3,28.25,2,2,2,56.28,1,2,3,5,True,False,False,False,False,0.29262481872495727,1,0,18.759999993746668,2.4,Detrator
64,28,359.49,2,11.01,11,9,0,26.18,2,2,9,3,False,False,True,False,False,0.03062672118826497,0,0,13.089999993454999,3.5,Detrator
28,38,60.96,2,95.06,4,9,0,30.19,2,0,7,1,True,False,False,False,False,1.5593832020741571,0,0,15.0949999924525,7.8,Neutro
53,5,242.57,5,21.93,8,3,0,22.11,2,3,9,5,False,False,False,True,False,0.09040689285529784,0,1,4.4219999991156,1.1,Detrator
53,103,139.18,1,21.63,5,6,4,19.4,2,2,3,5,False,False,True,False,False,0.1554102600937246,1,0,19.399999980599997,0.8,Detrator
19,85,428.1,4,77.12,5,6,3,47.3,3,2,9,6,False,False,False,True,False,0.18014482597481862,1,0,11.824999997043749,3.1,Detrator
65,60,212.08,1,18.06,1,14,2,30.82,3,1,7,3,False,False,True,False,False,0.08515654469971162,1,0,30.81999996918,2.2,Detrator
63,111,686.74,5,0.49,3,3,1,42.24,3,0,3,2,False,False,False,False,True,0.0007135160322673596,1,0,8.4479999983104,8.8,Promotor
34,69,195.24,5,28.31,1,5,4,30.12,3,0,2,3,False,True,False,False,False,0.14500102437950727,1,0,6.0239999987952,1.8,Detrator
23,102,693.16,3,26.12,5,10,1,45.57,3,1,0,3,False,False,True,False,False,0.03768249754740943,1,0,15.189999994936667,9.2,Promotor
58,53,549.41,2,35.84,11,10,2,33.16,2,0,8,1,False,False,False,False,True,0.06523361424061225,1,0,16.579999991709997,7.7,Neutro
63,107,126.41,4,0.23,2,11,2,15.17,3,3,1,5,False,False,False,False,True,0.0018194763072397796,1,1,3.792499999051875,2.2,Detrator
40,34,326.11,4,3.28,4,4,2,58.28,2,1,2,2,False,True,False,False,False,0.010057955904418577,1,0,14.5699999963575,6.7,Neutro
64,83,648.2,3,23.63,6,2,2,32.87,1,3,2,4,False,True,False,False,False,0.03645479790182589,1,1,10.956666663014444,6.0,Detrator
33,57,759.72,4,0.69,8,10,2,32.56,3,3,3,5,False,False,True,False,False,0.0009082293476532034,1,1,8.139999997965,4.5,Detrator
58,108,416.01,3,14.85,6,14,1,30.09,1,0,7,1,False,False,False,False,True,0.03569625730142137,1,0,10.029999996656667,7.2,Neutro
43,27,234.65,6,33.37,2,14,4,35.25,2,1,11,3,False,False,False,False,True,0.14221180481507686,1,0,5.874999999020833,2.8,Detrator
63,29,640.32,1,3.91,5,9,3,46.03,1,0,0,5,False,True,False,False,False,0.0061063218390709235,1,0,46.02999995397,3.7,Detrator
67,57,241.88,5,15.57,11,2,1,37.43,3,2,9,5,False,False,False,True,False,0.06437076236123546,1,0,7.4859999985028,1.6,Detrator
18,90,706.8,5,21.35,8,4,2,29.36,2,0,4,2,False,True,False,False,False,0.030206564799051778,1,0,5.8719999988256,5.6,Detrator
53,34,233.13,1,2.43,6,11,5,30.7,3,1,8,7,False,False,False,True,False,0.010423368935742191,1,0,30.6999999693,2.1,Detrator
47,26,637.17,1,55.2,11,12,2,55.77,2,3,11,7,False,False,False,True,False,0.08663308065337881,1,1,55.76999994423,5.6,Detrator
19,5,640.01,5,69.97,3,7,3,25.18,1,1,7,5,True,False,False,False,False,0.10932641677456707,1,0,5.0359999989928,4.4,Detrator
37,62,40.76,2,23.68,2,5,1,17.34,2,1,2,3,False,False,False,True,False,0.5809617271692601,1,0,8.669999995665,5.8,Detrator
22,92,155.32,4,4.24,11,13,2,49.59,2,1,8,4,False,True,False,False,False,0.027298480556095173,1,0,12.397499996900626,4.3,Detrator
48,56,150.15,5,36.37,7,6,4,44.72,2,3,9,6,False,False,True,False,False,0.242224442222829,1,1,8.943999998211199,2.6,Detrator
25,56,242.39,6,11.38,10,11,1,30.44,2,0,0,3,False,False,False,False,True,0.04694913156463985,1,0,5.073333332487778,7.3,Neutro
47,70,614.67,6,18.27,6,9,0,23.61,2,1,6,5,False,True,False,False,False,0.029723266142759983,0,0,3.9349999993441664,5.9,Detrator
56,103,467.14,4,23.81,5,12,2,38.45,3,1,9,5,False,False,True,False,False,0.05096973070160772,1,0,9.612499997596876,5.9,Detrator
19,16,1054.32,6,6.6,9,2,2,32.39,3,5,2,7,False,False,False,True,False,0.0062599590257168035,1,1,5.398333332433611,4.1,Detrator
30,74,718.63,4,19.52,5,4,4,40.7,1,5,1,7,True,False,False,False,False,0.0271627958754475,1,1,10.17499999745625,0.4,Detrator
21,75,72.52,5,34.44,4,9,2,55.51,2,2,6,4,False,True,False,False,False,0.4749034748969263,1,0,11.101999997779599,4.5,Detrator
62,30,379.53,4,33.46,5,11,4,22.43,3,4,3,8,False,False,False,False,True,0.08816167364875463,1,1,5.607499998598125,3.1,Detrator
69,92,288.89,6,39.13,9,10,0,48.12,3,3,9,5,False,False,False,True,False,0.13544947903999638,0,1,8.019999998663334,7.5,Neutro
25,82,872.53,6,74.23,2,14,2,25.57,2,2,3,4,True,False,False,False,False,0.0850744387011506,1,0,4.261666665956389,1.0,Detrator
56,83,515.78,1,70.23,6,2,1,69.43,1,2,1,4,True,False,False,False,False,0.13616270502901207,1,0,69.42999993057,10.0,Promotor
42,18,324.46,6,4.05,8,7,1,45.88,2,2,3,4,False,False,False,True,False,0.012482278246894896,1,0,7.646666665392223,5.2,Detrator
24,99,351.61,4,86.68,10,6,3,40.07,1,2,5,5,False,True,False,False,False,0.24652313642886575,1,0,10.017499997495625,5.3,Detrator
31,119,1064.25,2,15.38,1,2,3,26.74,2,0,9,3,False,False,False,True,False,0.014451491660780408,1,0,13.369999993314998,5.5,Detrator
46,22,337.65,1,21.17,3,5,3,21.26,3,1,1,3,False,False,False,True,False,0.06269806012124184,1,0,21.25999997874,6.8,Neutro
62,54,672.01,6,21.47,1,4,1,27.38,2,0,1,2,False,True,False,False,False,0.03194892933136122,1,0,4.563333332572777,9.8,Promotor
38,48,475.43,2,45.52,2,6,2,32.2,2,0,4,2,False,False,True,False,False,0.09574490461246506,1,0,16.09999999195,5.8,Detrator
54,34,348.1,1,26.64,5,4,4,31.63,2,2,10,6,False,False,False,True,False,0.07652973283517228,1,0,31.629999968369997,1.6,Detrator
66,21,796.83,4,9.4,5,4,3,43.38,3,2,6,7,False,True,False,False,False,0.011796744600464594,1,0,10.84499999728875,1.8,Detrator
50,103,223.1,6,12.28,10,14,1,54.77,2,4,10,7,False,False,False,True,False,0.05504258180163585,1,1,9.128333331811945,1.6,Detrator
58,47,221.05,2,17.25,3,5,2,48.59,2,1,5,4,False,False,False,True,False,0.07803664329301951,1,0,24.2949999878525,6.9,Neutro
42,43,234.72,6,29.23,6,8,4,60.15,3,1,3,5,False,False,False,False,True,0.12453135650935357,1,0,10.024999998329166,1.8,Detrator
63,39,421.33,4,51.01,6,12,1,46.14,3,2,11,4,False,False,False,False,True,0.12106899579873005,1,0,11.53499999711625,4.9,Detrator
31,40,393.2,5,6.54,3,14,2,33.2,3,0,9,2,False,False,False,True,False,0.016632756866692185,1,0,6.639999998672001,3.7,Detrator
26,107,644.58,4,3.56,3,10,1,33.05,1,2,1,7,False,False,False,False,True,0.005522976201549035,1,0,8.262499997934373,8.1,Promotor
32,102,153.6,2,11.98,3,10,1,37.16,3,1,9,8,False,False,False,True,False,0.0779947916661589,1,0,18.579999990709997,5.6,Detrator
24,94,503.92,4,42.32,9,14,2,42.51,2,0,4,1,False,True,False,False,False,0.08398158437830612,1,0,10.627499997343124,7.0,Neutro
19,57,602.2,2,6.77,10,13,2,51.97,3,2,11,4,False,False,False,True,False,0.011242112255046092,1,0,25.984999987007498,2.6,Detrator
48,11,269.88,4,38.62,6,5,3,41.05,1,1,1,4,False,False,False,True,False,0.14310063731976025,1,0,10.262499997434373,4.3,Detrator
24,76,597.96,6,59.9,3,13,2,16.93,1,4,11,10,False,True,False,False,False,0.1001739246770684,1,1,2.8216666661963887,3.6,Detrator
58,112,608.02,3,32.03,5,6,0,49.61,3,4,1,10,False,False,True,False,False,0.05267918818451255,0,1,16.536666661154445,9.1,Promotor
28,76,776.45,2,1.99,4,11,4,33.41,3,0,7,1,False,False,False,True,False,0.0025629467447967507,1,0,16.704999991647497,8.3,Promotor
30,45,139.62,4,5.5,7,8,1,60.85,1,7,1,10,False,False,False,True,False,0.039392637157718145,1,1,15.212499996196875,0.0,Detrator
30,26,861.48,5,14.41,9,7,1,21.31,3,1,5,3,True,False,False,False,False,0.016727027905445595,1,0,4.2619999991476,5.9,Detrator
43,64,128.31,4,31.98,4,4,2,34.1,3,3,1,7,False,True,False,False,False,0.24924012157860465,1,1,8.52499999786875,5.0,Detrator
60,86,261.8,3,21.93,7,11,2,58.37,2,2,8,5,False,False,True,False,False,0.0837662337659138,1,0,19.45666666018111,5.9,Detrator
67,32,411.16,4,7.72,2,2,2,41.54,2,2,10,5,False,False,False,True,False,0.018776145539403696,1,0,10.38499999740375,1.5,Detrator
25,62,326.42,6,2.51,3,2,0,25.13,3,2,9,3,False,False,False,True,False,0.007689479811262515,0,0,4.188333332635278,5.3,Detrator
31,62,179.36,3,5.58,10,5,0,11.8,1,0,2,0,False,True,False,False,False,0.031110615521682032,0,0,3.9333333320222224,8.8,Promotor
62,106,258.11,3,39.98,9,3,2,49.29,2,2,1,4,False,False,True,False,False,0.15489519972044904,1,0,16.42999999452333,7.3,Neutro
19,92,923.27,2,13.42,3,4,2,58.04,1,4,6,6,False,False,True,False,False,0.014535293034524532,1,1,29.01999998549,0.0,Detrator
59,26,245.56,6,21.38,6,5,2,36.76,3,2,9,4,True,False,False,False,False,0.08706629744222566,1,0,6.126666665645555,4.3,Detrator
32,29,715.62,5,13.69,5,6,3,27.87,3,1,8,3,False,True,False,False,False,0.019130264665577917,1,0,5.5739999988852,2.3,Detrator
41,104,24.0,6,85.49,10,5,2,29.58,3,0,9,4,False,False,False,True,False,3.562083333184913,1,0,4.929999999178333,4.0,Detrator
51,40,304.38,1,14.74,6,12,4,9.06,2,1,1,5,False,False,False,False,True,0.04842630921858064,1,0,9.05999999094,2.5,Detrator
21,51,1317.9,3,71.03,5,3,5,57.79,1,1,2,4,False,True,False,False,False,0.053896350254151376,1,0,19.26333332691222,3.9,Detrator
35,92,211.04,1,30.35,8,3,1,25.04,3,3,8,5,True,False,False,False,False,0.14381159969605853,1,1,25.039999974959997,0.2,Detrator
42,64,225.87,4,12.11,9,4,1,21.53,3,0,1,3,False,False,True,False,False,0.0536149112318873,1,0,5.382499998654375,6.3,Neutro
64,75,125.8,1,5.47,4,4,2,48.35,3,6,7,8,True,False,False,False,False,0.043481717010783134,1,1,48.34999995165,0.2,Detrator
41,62,596.03,6,11.82,3,8,3,30.86,1,1,3,4,False,False,False,True,False,0.01983121654946927,1,0,5.143333332476111,5.0,Detrator
